"chemid_x","trait_beta","trait_se","n","trait_p_val","trait_p_val_Bonf","trait_p_val_fdr","int_main_beta","int_main_se","int_main_p_val","int_cross_beta","int_cross_se","int_cross_p_val","interaction_term","cross_term","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named","model","trait","metaboltie","chemical_name"
"X100000463",-0.0386936376246823,0.033,3256,0.245467675429539,1,0.77642492989126,0.582818161895982,0.049,0,0.0232163807892625,0.045,0.608469270606731,"GENDERMale","X100022127:GENDERMale",0,0.109900528486678,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100000463","indolelactate"
"X100000463",-0.0510577565083986,0.033,3182,0.116480516546741,1,0.587079058452228,0.52686552300356,0.052,0,0.0298295881630731,0.046,0.513294667386245,"GENDERMale","X100022127:GENDERMale",0,0.231303410954047,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100000463","indolelactate"
"X100000463",-0.0384537872899368,0.035,3299,0.265478983366021,1,0.851824537776418,0.574050766084326,0.043,0,0.0210745391540924,0.045,0.641523848028789,"GENDERMale","X100022127:GENDERMale",0,0.0696498537346732,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100000463","indolelactate"
"X100000463",0.0193618862618264,0.036,3182,0.590836228597277,1,0.981162623120958,-0.195983169767228,0.06,0.001088482,-0.0212374344773241,0.051,0.676512046760611,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100000463","indolelactate"
"X100000463",0.031280462229497,0.036,3299,0.390324386529419,1,0.865097115498536,-0.141713016924654,0.051,0.005755752,-0.040560535616665,0.051,0.425234963311749,"GENDERMale","X100022127:GENDERMale",0,0.0629351360523411,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000463","indolelactate"
"X100000467",-0.023602534287431,0.034,3256,0.491893727337112,1,0.90907896025344,-0.161296619567142,0.05,0.001318937,0.044424596671211,0.046,0.329091784949291,"GENDERMale","X100022127:GENDERMale",0,0.0413983934413351,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100000467","3-indoxyl sulfate"
"X100000467",-0.0240529156558281,0.029,3182,0.407873390864901,1,0.853893213968965,0.502775401179405,0.044,0,-0.0262046188567779,0.041,0.52620343342048,"GENDERMale","X100022127:GENDERMale",0,0.0685964378400105,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100000467","3-indoxyl sulfate"
"X100000467",-0.0301899208906243,0.034,3182,0.376546026807958,1,0.981162623120958,-0.188343822493744,0.052,0.000278592,0.0440753864702634,0.045,0.330756460739784,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100000467","3-indoxyl sulfate"
"X100000467",-0.0201882067522029,0.035,3299,0.568234053794377,1,0.942346399665987,-0.13377630994464,0.043,0.001985505,0.0352725850475965,0.046,0.439783667018218,"GENDERMale","X100022127:GENDERMale",0,0.025789424372879,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000467","3-indoxyl sulfate"
"X100000467",-0.0175154150005134,0.03,3256,0.553335227808496,1,0.933920579010744,0.56687739954418,0.041,0,-0.0246548709114226,0.042,0.559889743182321,"GENDERMale","X100022127:GENDERMale",0,0.0296900547805607,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100000467","3-indoxyl sulfate"
"X100000467",-0.0146547905971483,0.03,3299,0.621100374141256,1,0.973361896697123,0.553152540222554,0.035,0,-0.0212396541846476,0.043,0.61955474548975,"GENDERMale","X100022127:GENDERMale",0,0.0117256586863826,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100000467","3-indoxyl sulfate"
"X100000487",0.0983819153184823,0.036,3299,0.00651354728685047,1,0.29809880056539,-0.139666789542495,0.043,0.001298716,-0.075341508108718,0.048,0.113786463190736,"GENDERMale","X100022127:GENDERMale",0,0.525639771397361,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000487","glycylvaline"
"X100000487",-0.0110854384913419,0.027,3256,0.684537537539985,1,0.966992346719105,0.561949323577097,0.042,0,0.0417454959587371,0.036,0.241899119488345,"GENDERMale","X100022127:GENDERMale",0,0.0145769631360409,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100000487","glycylvaline"
"X100000487",-0.0181728229980915,0.027,3182,0.498757989007206,1,0.881733302073341,0.498448590942842,0.045,0,0.0292971797973775,0.037,0.425088503810087,"GENDERMale","X100022127:GENDERMale",0,0.0546627560847117,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100000487","glycylvaline"
"X100000487",0.0891092109020828,0.036,3256,0.0140204249046107,1,0.33999530393681,-0.16600670321086,0.051,0.001028462,-0.0754304308559362,0.048,0.11878593392444,"GENDERMale","X100022127:GENDERMale",0,0.468527081453082,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100000487","glycylvaline"
"X100000487",-0.0117298985668335,0.028,3299,0.676975436947489,1,0.973361896697123,0.549916296244585,0.036,0,0.0436315525443525,0.035,0.21548863260402,"GENDERMale","X100022127:GENDERMale",0,0.0117256586863826,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100000487","glycylvaline"
"X100000487",0.0992114991961557,0.037,3182,0.0078760755372368,1,0.666797637855481,-0.191908733551323,0.052,0.00020704,-0.0765102467264539,0.05,0.125434826165505,"GENDERMale","X100022127:GENDERMale",0,0.176005947338554,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100000487","glycylvaline"
"X100000491",-0.00669352700383448,0.032,3182,0.832088851593522,1,0.975795487679617,0.496463134127809,0.046,0,0.0162846735764995,0.039,0.674825492444237,"GENDERMale","X100022127:GENDERMale",0,0.0106411945045213,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100000491","gamma-glutamylphenylalanine"
"X100000491",0.0204506105484246,0.032,3256,0.520734371896722,1,0.912853627843049,-0.180356920203815,0.052,0.000474379,0.0145484568546415,0.04,0.717415442151121,"GENDERMale","X100022127:GENDERMale",0,0.0395988541374134,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100000491","gamma-glutamylphenylalanine"
"X100000491",0.00491951064559101,0.032,3256,0.877554566833967,1,0.987975662924106,0.551093549465029,0.045,0,0.018526979607571,0.038,0.630124438109351,"GENDERMale","X100022127:GENDERMale",0,0.00525375337587936,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100000491","gamma-glutamylphenylalanine"
"X100000491",0.0150400285370261,0.032,3182,0.637573920929626,1,0.981162623120958,-0.20727337904965,0.053,0.000094513,0.0255549258625616,0.041,0.535490061024181,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100000491","gamma-glutamylphenylalanine"
"X100000491",0.0330141183076004,0.032,3299,0.300953821059773,1,0.796159653894491,-0.156714353682841,0.045,0.000471622,0.00474416452658951,0.04,0.905657855228705,"GENDERMale","X100022127:GENDERMale",0,0.0989998344572151,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000491","gamma-glutamylphenylalanine"
"X100000491",0.00415427543623422,0.032,3299,0.896301633095542,1,0.987088419632518,0.539734870376726,0.039,0,0.0220912761253053,0.038,0.561029816358187,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100000491","gamma-glutamylphenylalanine"
"X100000551",0.0764125223864733,0.036,3256,0.0357386184195949,1,0.424487263677637,-0.186765154636426,0.057,0.001091922,-0.0817559734124252,0.047,0.0809329651753116,"GENDERMale","X100022127:GENDERMale",0,0.372135335802836,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100000551","4-methyl-2-oxopentanoate"
"X100000551",0.0654519238938669,0.038,3182,0.0846377724995767,1,0.824436488434289,-0.203397590362541,0.059,0.000509236,-0.0783018934895936,0.048,0.105385542376491,"GENDERMale","X100022127:GENDERMale",0,0.08384279518615,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100000551","4-methyl-2-oxopentanoate"
"X100000551",-0.00777262042870101,0.033,3182,0.815533109276734,1,0.975795487679617,0.472562422982379,0.047,0,0.0615631763329678,0.051,0.223460112056128,"GENDERMale","X100022127:GENDERMale",0,0.0106411945045213,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100000551","4-methyl-2-oxopentanoate"
"X100000551",0.00976132046530721,0.036,3256,0.788189771291719,1,0.984391516935152,0.517661443081663,0.044,0,0.0612715359210039,0.05,0.216668330519908,"GENDERMale","X100022127:GENDERMale",0,0.00683213751710933,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100000551","4-methyl-2-oxopentanoate"
"X100000551",0.0531306154767395,0.037,3299,0.147240828629802,1,0.669485642676129,-0.146494263071689,0.052,0.004608569,-0.0646073922089505,0.046,0.159745613787283,"GENDERMale","X100022127:GENDERMale",0,0.174258732129778,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000551","4-methyl-2-oxopentanoate"
"X100000551",0.00518264590407257,0.037,3299,0.889439906140327,1,0.987088419632518,0.505945076361126,0.039,0,0.0657292078970399,0.051,0.194044401194236,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100000551","4-methyl-2-oxopentanoate"
"X100000580",-0.0103643330803683,0.041,3182,0.79806748915841,1,0.99144186561363,-0.192983039989422,0.053,0.000243586,0.0276091683802058,0.05,0.578382597080783,"GENDERMale","X100022127:GENDERMale",0,0.00373274609145906,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100000580","1,5-anhydroglucitol (1,5-AG)"
"X100000580",-0.0384012600893733,0.032,3182,0.226305964681724,1,0.770234335934289,0.506284214830023,0.047,0,0.0243539610960805,0.047,0.606853254971318,"GENDERMale","X100022127:GENDERMale",0,0.113377125060974,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100000580","1,5-anhydroglucitol (1,5-AG)"
"X100000580",-0.0490429328235378,0.034,3256,0.149069808754069,1,0.681944106793102,0.568860670659995,0.043,0,0.0290526047133847,0.046,0.52786511648787,"GENDERMale","X100022127:GENDERMale",0,0.166251219340701,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100000580","1,5-anhydroglucitol (1,5-AG)"
"X100000580",-0.0470142386922039,0.04,3256,0.236755252357592,1,0.777502442064462,-0.155343279869702,0.051,0.002417073,0.0350585520802645,0.048,0.463981656068439,"GENDERMale","X100022127:GENDERMale",0,0.109298238219511,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100000580","1,5-anhydroglucitol (1,5-AG)"
"X100000580",-0.0439065181216886,0.034,3299,0.196952442571621,1,0.769304171655593,0.556914621031618,0.036,0,0.0215285391219754,0.045,0.635755571281585,"GENDERMale","X100022127:GENDERMale",0,0.113901912535485,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100000580","1,5-anhydroglucitol (1,5-AG)"
"X100000580",-0.0461168202814893,0.04,3299,0.251722924589339,1,0.767030063408352,-0.130112005310109,0.044,0.003021181,0.0436596200350527,0.05,0.379048987866175,"GENDERMale","X100022127:GENDERMale",0,0.115187613734876,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000580","1,5-anhydroglucitol (1,5-AG)"
"X100000616",0.0390786336009843,0.025,3256,0.113792938728084,1,0.613217503145787,0.567056048890596,0.041,0,0.0393824626100983,0.036,0.270293791369241,"GENDERMale","X100022127:GENDERMale",0,0.212385457517688,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100000616","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)"
"X100000616",-0.0120311428422026,0.032,3256,0.70845316346869,1,0.947379813280052,-0.156531796684524,0.05,0.001840083,0.0425789834906888,0.041,0.294285394888141,"GENDERMale","X100022127:GENDERMale",0,0.0234758734337783,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100000616","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)"
"X100000616",0.0372721859803647,0.025,3299,0.13177734326923,1,0.684771551631176,0.552518790457855,0.035,0,0.0445309787374283,0.035,0.207907406187133,"GENDERMale","X100022127:GENDERMale",0,0.164454290425289,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100000616","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)"
"X100000616",0.0186968822550729,0.036,3182,0.605445272794435,1,0.981162623120958,-0.182689683273468,0.052,0.00041529,0.0297197970985488,0.042,0.477036535009358,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100000616","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)"
"X100000616",-0.00301199088929093,0.033,3299,0.926229635528064,1,0.996185689307347,-0.131182621521229,0.043,0.00232795,0.0335884669888134,0.041,0.411359188965223,"GENDERMale","X100022127:GENDERMale",0,0.00165970141059427,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000616","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)"
"X100000616",0.0402498037202838,0.028,3182,0.150741196985436,1,0.636388918859468,0.506797898291906,0.045,0,0.0285504810357344,0.037,0.435056019448109,"GENDERMale","X100022127:GENDERMale",0,0.196277391124898,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100000616","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)"
"X100000626",0.0728143146858174,0.035,3182,0.0364019267807697,1,0.753388967531558,-0.189345164257724,0.052,0.000245724,-0.112121011325557,0.052,0.0308454367438481,"GENDERMale","X100022127:GENDERMale",0,0.122980743802578,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100000626","sphingosine 1-phosphate"
"X100000626",0.0787950593512094,0.035,3299,0.024425533242789,1,0.375044395634516,-0.133837380417996,0.043,0.001996381,-0.120721068406725,0.051,0.0187415695932759,"GENDERMale","X100022127:GENDERMale",0,0.425917319904625,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000626","sphingosine 1-phosphate"
"X100000626",-0.00205956210472711,0.022,3299,0.925629307688159,1,0.987088419632518,0.546617026513313,0.035,0,0.0932806487009661,0.038,0.0134323892198443,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100000626","sphingosine 1-phosphate"
"X100000626",0.0643935875655398,0.035,3256,0.0677666834123579,1,0.505643714692209,-0.161415353245673,0.05,0.001381841,-0.116637605991655,0.052,0.0244829258876671,"GENDERMale","X100022127:GENDERMale",0,0.296155386804551,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100000626","sphingosine 1-phosphate"
"X100000626",-0.000702498140486964,0.023,3256,0.975832343280982,1,0.996202740870878,0.560539355857054,0.041,0,0.0890447153452874,0.037,0.0173786049182247,"GENDERMale","X100022127:GENDERMale",0,0.00165226771961587,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100000626","sphingosine 1-phosphate"
"X100000626",-0.00891375076158648,0.023,3182,0.702524038636493,1,0.961775593885473,0.498008528647791,0.044,0,0.0845602234264961,0.038,0.0268779928410373,"GENDERMale","X100022127:GENDERMale",0,0.0169262478229819,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100000626","sphingosine 1-phosphate"
"X100000656",-0.0104274151549032,0.035,3256,0.766757857712912,1,0.959684028363258,-0.163655714733028,0.051,0.00124575,-0.0102349443917069,0.046,0.824693747060531,"GENDERMale","X100022127:GENDERMale",0,0.0178717329251288,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100000656","1-stearoyl-GPI (18:0)"
"X100000656",-0.0117944174079672,0.036,3299,0.74063394182189,1,0.972909373220346,-0.135290421378813,0.043,0.001696643,-0.00462621447164547,0.046,0.920375863245117,"GENDERMale","X100022127:GENDERMale",0,0.0119276124997849,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000656","1-stearoyl-GPI (18:0)"
"X100000656",0.0488570384459271,0.024,3182,0.0433344821367261,1,0.501235821598788,0.49369109524123,0.044,0,-0.0388239975059102,0.037,0.294948705271784,"GENDERMale","X100022127:GENDERMale",0,0.299957899037093,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100000656","1-stearoyl-GPI (18:0)"
"X100000656",0.0414968288636799,0.023,3256,0.0688122640332988,1,0.496012124930568,0.560005557926205,0.041,0,-0.0186506136120166,0.036,0.607198216152412,"GENDERMale","X100022127:GENDERMale",0,0.304507707126581,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100000656","1-stearoyl-GPI (18:0)"
"X100000656",0.0396892763135751,0.023,3299,0.084317647782822,1,0.57760374944995,0.548008379624494,0.036,0,-0.0164006143286998,0.036,0.647568105958001,"GENDERMale","X100022127:GENDERMale",0,0.238369996255352,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100000656","1-stearoyl-GPI (18:0)"
"X100000656",0.0229461390528539,0.034,3182,0.504762738871693,1,0.981162623120958,-0.19208102215291,0.052,0.00021937,-0.0186122595588916,0.047,0.69140768286319,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100000656","1-stearoyl-GPI (18:0)"
"X100000657",-0.00345526744542752,0.026,3299,0.893235231240651,1,0.987088419632518,0.549386913514402,0.036,0,0.00921282779827953,0.043,0.828842839320907,"GENDERMale","X100022127:GENDERMale",0,0.00564394313728019,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc1","X100000657","1,2-dipalmitoyl-GPC (16:0/16:0)"
"X100000657",-0.0528489325108833,0.032,3256,0.0962074927385325,1,0.583257924727353,-0.163845628557508,0.051,0.001322971,0.0270522162546803,0.042,0.51671294600582,"GENDERMale","X100022127:GENDERMale",0,0.23413935173356,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc2","X100000657","1,2-dipalmitoyl-GPC (16:0/16:0)"
"X100000657",-0.00362106453035047,0.026,3256,0.890570095183495,1,0.987975662924106,0.560682057357548,0.042,0,0.00726853736121184,0.044,0.867994975245281,"GENDERMale","X100022127:GENDERMale",0,0.00525375337587936,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","sdb_pc1","X100000657","1,2-dipalmitoyl-GPC (16:0/16:0)"
"X100000657",-0.0472658256937981,0.032,3299,0.140326076376736,1,0.658807742697483,-0.133813392602091,0.043,0.002082134,0.0271744039230398,0.041,0.505478974613409,"GENDERMale","X100022127:GENDERMale",0,0.181241305387177,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000657","1,2-dipalmitoyl-GPC (16:0/16:0)"
"X100000657",-0.0340908783566933,0.034,3182,0.313651707280927,1,0.981162623120958,-0.19051585557222,0.053,0.00029004,0.0135031152257171,0.042,0.750302654118333,"GENDERMale","X100022127:GENDERMale",0,0.00825900437260304,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc2","X100000657","1,2-dipalmitoyl-GPC (16:0/16:0)"
"X100000657",-0.0112395449334439,0.027,3182,0.678936751290538,1,0.942818416954426,0.496055878636725,0.044,0,-0.00556008085602994,0.045,0.901772878269704,"GENDERMale","X100022127:GENDERMale",0,0.0255719425843278,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","sdb_pc1","X100000657","1,2-dipalmitoyl-GPC (16:0/16:0)"
"X100000665",-0.0889064588656384,0.037,3299,0.0152065984916984,1,0.313647969341757,-0.148918380559683,0.044,0.000688694,0.0352417878084424,0.047,0.453908362030909,"GENDERMale","X100022127:GENDERMale",0,0.503557519880272,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","sdb_pc2","X100000665","docosahexaenoate (DHA; 22:6n3)"
